id,nombre,apellidos,numero_telefono,codigo_postal,url_registro,otra_info,estado,respuesta,columa_adicional,campo_adicional
c6bbcf98-1d7c-49df-aa7b-1c329ee738a5,Victor,Kyle Jennings,+34 563833509,10288,https://ejemplo.com/registro/76,*información adicional*,Pendent,Telefono erroneo,,
9dd6ab92-1d7c-4744-92ea-1e664b74f848,Ronald,Daisy Lambert,+34 845264505,30485,https://ejemplo.com/registro/63,*información adicional*,Fallit,Cuelga/no colabora,,
f1b294bf-78ef-4f3b-b601-5c68e0c4d3d5,Olivia,Michael Donaldson,+34 502385922,63446,https://ejemplo.com/registro/84,*información adicional*,Pendent,Contrata,,
745189f4-c7a7-4cb2-b446-42c308404f75,Stephanie,Ashley Stone,+34 425831057,58057,https://ejemplo.com/registro/68,*información adicional*,Actiu,Robinsion,,
bd22c396-cd08-429f-8c18-edec82fad6a4,William,William Garcia,+34 484535775,36492,https://ejemplo.com/registro/86,*información adicional*,Fallit,No contesta,,
8d57da6a-8867-4916-b2b2-03533a30e8bf,Alicia,Jennifer Miller,+34 402860651,70979,https://ejemplo.com/registro/9,*información adicional*,Fallit,Volver a llamar,,
2435f0c1-bd15-453f-ae94-a59d602f9663,Christopher,John Butler,+34 931291159,35682,https://ejemplo.com/registro/95,*información adicional*,Fallit,Robinsion,,
04269c37-81f8-4e8d-90aa-d0c795573d1b,Mark,Stephanie Gay,+34 109044795,98372,https://ejemplo.com/registro/93,*información adicional*,Actiu,Telefono erroneo,,
14d244a0-fd70-4533-bb87-b067ae2fc76e,Bobby,Angela Martinez,+34 818190063,78858,https://ejemplo.com/registro/3,*información adicional*,Fallit,No contesta,,
c59b56b7-1a4f-4651-832e-7dd40047ec3e,Carrie,Kathleen Morris,+34 680019963,81952,https://ejemplo.com/registro/64,*información adicional*,Pendent,No contesta,,
8ffdd3d0-d535-4bf0-834e-03d1c0f6b595,Sarah,Alisha Phillips,+34 600151307,89148,https://ejemplo.com/registro/12,*información adicional*,Fallit,NO interesa propuesta,,
4fc0d0c2-a79f-43fc-8652-91c153a5a2c1,Tiffany,William Winters,+34 306894492,10403,https://ejemplo.com/registro/35,*información adicional*,Actiu,Contrata,,
a10fbe9a-ef26-4441-9e5e-2e2be79b71a9,Shannon,Sierra Taylor,+34 105263805,60891,https://ejemplo.com/registro/16,*información adicional*,Actiu,Contrata,,
37892894-f758-445d-84f5-b3e1656c244f,Renee,Jonathan Hunter,+34 997752686,63719,https://ejemplo.com/registro/18,*información adicional*,Fallit,NO interesa propuesta,,
2e4043f6-d225-45d9-96dc-2459e7907e07,Krystal,Kevin Gonzalez,+34 961860347,35586,https://ejemplo.com/registro/27,*información adicional*,Actiu,Contrata,,
82d02776-3b7d-4fd4-9689-dd1b68921d2c,Cynthia,Kayla Rhodes,+34 696689285,23024,https://ejemplo.com/registro/46,*información adicional*,Actiu,Contrata,,
ce6018ac-f37c-47e1-ac8c-db5af09633b5,Ashley,Jane Dunn,+34 153916501,50220,https://ejemplo.com/registro/52,*información adicional*,Actiu,NO interesa propuesta,,
89acb9a8-7707-4c3b-8c3f-586e9624b448,Kevin,David Harris,+34 189592723,64669,https://ejemplo.com/registro/97,*información adicional*,Actiu,Telefono erroneo,,
1a36711a-61e1-4185-973e-97e01f725dbf,Angel,Lisa Roberson,+34 462046089,69187,https://ejemplo.com/registro/19,*información adicional*,Fallit,Robinsion,,
3e332b06-181a-4531-83a9-de33feac16e5,Edwin,Jose Warren,+34 748332004,63911,https://ejemplo.com/registro/87,*información adicional*,Actiu,Telefono erroneo,,
f3c8d427-6f70-42e9-a451-3e653a68e9a7,Pau,Mateu Esteve,9595959595,8014,http://example.com/regusto1,fecha de contacto: 2023 11 12 | resultado: Contrata | ,pendiente,pendiente a responder,,
590e04f6-fd16-4375-9dc0-abc935b2420a,Ruben,Cuñado Manolo,+34 632836298,8003,http://example.com/reguste100,tipo de contrato: AAAA | Respuesta de la calvicie: Es muy calvo | ,pendiente,pendiente a responder,,
83e3a62e-6b1c-447f-80b9-d84d24de491d,Fulanita,Malcriada,+34 632836298,8019,http://example.com/reguste100,,pendiente,pendiente a responder,,Tiene 2 de iq
c1931c9a-f843-4f8e-bbf4-f110271eea52,Susano,Malechón Mugroso,+34 628347434,89723,http://example.com/regustwewe,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,Tiene 2 de iq
ad8e941d-6068-4c0e-bcb9-f55652d82ba5,Fulanero,Mumahero Lolol,+34 97658765,18762,http://example.com/regustwe2,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,"Hola buenos días, campo muy opcional"
2ef0c046-cf70-4258-8d60-8885eef1d2bd,Fulanero,Mumahero Lolol,+34 97658765,18762,http://example.com/regustwe2,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,"Hola buenos días, campo muy opcional"
c0efe67b-265e-4c1a-934a-9ae855df2c2d,Fulanero,Mumahero Lolol,+34 97658765,18762,http://example.com/regustwe2,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,"Hola buenos días, campo muy opcional"
de2540fb-3ac2-4cf6-a587-f1b48951c519,Elizabeth Gallagher,Thomas Martin,+34 632436640,91734,http://example.com/registre/7485,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
6e9eee0c-903a-4a77-a68c-fb8c92e1e14b,Tammy Lester,Carol Jackson,+34 400734973,27560,http://example.com/registre/7101,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d79d56f3-02e3-4f3a-8387-1d3f18445ba6,Jonathan White,Pamela Franco,+34 650347985,20020,http://example.com/registre/9797,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
dd82b875-49ad-401e-ac09-6de4df855b4a,Thomas Smith,Justin Stuart,+34 994331198,22281,http://example.com/registre/1695,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
e5248e67-f64c-4270-8af4-6659c74cc68c,Thomas Gonzalez,Jennifer Wright,+34 156029318,89891,http://example.com/registre/9450,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
dafef7dd-678d-4a32-85e6-ce2f521f1c0b,Amanda Murray,Tina Benson,+34 516201824,64336,http://example.com/registre/5862,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d11cd706-a971-4318-9e90-7425bcb5478e,Scott Green,Kelsey Christensen,+34 458589947,56605,http://example.com/registre/6294,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
a170d9ff-a193-435b-9e9f-d858cb752127,Cameron Beltran,Edward Floyd,+34 883730012,71163,http://example.com/registre/3916,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
b128f85e-d76d-44b1-a088-e61ca204ce2b,Brian Johnson,Joanna Gordon,+34 886443921,37491,http://example.com/registre/8307,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
0f9982ca-6b7d-4453-af8b-b57c616bf7d4,Patrick Vasquez,Dawn Lee,+34 841754324,98799,http://example.com/registre/4381,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
3913d399-57d3-4cd6-9a6e-7fb67e4e4898,Denise Simon,Carol Morris,+34 798294353,91608,http://example.com/registre/7763,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
ea104101-c709-4dfe-8ab3-864be5aabce9,Roberta Morris,Michael Colon,+34 111318091,18062,http://example.com/registre/2233,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d5f020e0-47c5-4b6d-b882-02170d9e2601,Zachary Richardson,Philip Wiggins,+34 290167306,53517,http://example.com/registre/8376,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
6690ee3a-d8d8-4d8f-aa9d-390292b2a401,Sandra Kennedy,Mark Harrell,+34 429240343,16343,http://example.com/registre/8316,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
5ac67752-6da5-4357-ae99-70eb8cfc5b3f,Robin Lambert,Stanley Wood,+34 863079095,22922,http://example.com/registre/2349,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
bce0aabe-1b3b-4a4a-9670-6a6a2e730498,Jesse Green,Luis Parker,+34 555777685,42213,http://example.com/registre/2271,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
65ab20e8-6991-4456-a4b6-b2659fbb05fa,Belinda Garza,Lance Bishop,+34 815080086,99242,http://example.com/registre/5073,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
66ca0b8f-1302-4116-b103-3de3e5ea0c37,Jennifer Davis,Daniel Williams,+34 385315067,66187,http://example.com/registre/8093,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
158da8a3-f92c-41e1-83cd-8f3138b45b91,Jeffrey Cole,Jesus Smith,+34 597779654,73444,http://example.com/registre/7062,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
fda9251a-b335-4fae-982a-b9f5cd238b75,Tammy Miller,Amy Daniels,+34 701989376,93995,http://example.com/registre/8880,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
1e2555d8-6c64-4e28-b917-c0dad4db99a8,Randall Montes,Joseph Cruz,+34 646249224,43803,http://example.com/registre/7396,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
7708d16d-ebe1-49f5-bb9e-03a1d48205bb,John Oliver,Elizabeth Williams,+34 325890458,48260,http://example.com/registre/6823,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
ae5aefb1-5bff-4857-a6c0-42c5b682e295,Terry English,Amanda Mack,+34 452861778,74953,http://example.com/registre/3543,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
bd855958-7f2e-40e2-9c96-c7207dd97360,Rhonda Allen,Mx. Benjamin Cummings,+34 331963792,22614,http://example.com/registre/8188,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d762401d-aa15-4438-9e45-c043b1303c12,Melissa Gonzalez,Laura Gray,+34 819307337,18321,http://example.com/registre/8791,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
33ad91ac-bc11-4995-afb4-0cd5cc18cbc5,Jesse Gordon,Shannon Lang,+34 618519751,32085,http://example.com/registre/2617,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
ba90110e-7759-462e-ac99-ed9b8702b4f5,Natalie Chen,Nicholas Grimes,+34 339165437,55709,http://example.com/registre/2627,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
41837854-a888-4407-bc29-0ef89ec42bbf,Madison Levine MD,Danny Henderson,+34 855726190,75577,http://example.com/registre/7118,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
31079cd5-e23b-4d50-a259-eaba518c992e,Nicole Jefferson,Jennifer Scott,+34 174198312,84074,http://example.com/registre/6008,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
a0df9381-bee5-406c-b091-c086c78a3599,Kristie Wilson,Tiffany Wood,+34 910596205,97866,http://example.com/registre/7943,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
5a1d331c-8343-4cd1-8c52-301d9288d13f,Michael Norman,Paula Woods,+34 178252061,74659,http://example.com/registre/2426,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
dc155b10-b0fc-4131-ae0c-98a9a1191026,Martin Stewart,Annette Montgomery,+34 693721159,89681,http://example.com/registre/3454,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
6068c895-d09c-4553-9d27-6ef4b42a08d6,Courtney Cox,Nathaniel Watkins,+34 355115794,58025,http://example.com/registre/8655,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
7cb7cff6-f498-4e91-bea2-6089124dbdff,Robert Maddox,Frank Davila,+34 853159624,21851,http://example.com/registre/1448,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
0bbab75c-89e7-4701-a448-95fd004e3028,Andrew Alexander,Susan Foster,+34 254903632,90948,http://example.com/registre/2329,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
9f5208ff-fabc-46f2-b860-29778880d455,Tyler Simon,William Hubbard,+34 938264426,30839,http://example.com/registre/2925,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
b01a16f1-7410-4d8d-8637-bbb83ca40bc5,Tammy Rodriguez,Brittany Cook,+34 866781795,88473,http://example.com/registre/4491,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
81e808b1-850d-4269-9ac4-adc9e20557d7,Sarah Owen,Timothy Simpson,+34 433032208,20541,http://example.com/registre/1105,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
29b9c2dc-5070-4b16-8822-4329e0764bc7,Lisa James DVM,Ian Craig,+34 182321873,64292,http://example.com/registre/7289,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
bf784d98-2e66-4083-b3f0-a1796e571f8c,James Cannon,Tom Moses,+34 616990626,40838,http://example.com/registre/7954,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
616756c2-c212-40bc-9a8e-7134ac8638a6,Leslie Ryan,Michelle Yoder,+34 455456176,28906,http://example.com/registre/5182,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
fc9eef0b-71be-47e0-8922-e8486c0755c1,Rhonda Gould,Brittany Johnson,+34 148376376,85172,http://example.com/registre/7043,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
7bb57511-d402-4edb-b0cd-44e36c92e99b,Stephanie Perez,Cynthia Mora,+34 527319131,93052,http://example.com/registre/7042,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
8d16129b-0101-4fa2-9dc5-8e3e8b36f28b,Michael Smith,Dr. Erin Barnett,+34 828897263,90623,http://example.com/registre/7524,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
c2c10d28-25d2-4043-aea5-638d25907cf8,Daniel Rios,Amanda Chang,+34 366758795,28123,http://example.com/registre/7958,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
2913138f-fcf5-437f-8f3a-a093627aecc2,Brenda Fields,Michael Kim,+34 937695803,64126,http://example.com/registre/3766,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
c41e18bb-e604-4634-9bb6-7c38148c467b,Joshua Young,Joshua Ramos,+34 488188033,63882,http://example.com/registre/5001,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
69e4819f-c0cc-4229-9c6b-ecb3ad646b21,Antonio Ingram,Dawn Harrison,+34 923991119,19386,http://example.com/registre/4038,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d0df32c1-1e58-4a90-b007-789256005308,Crystal Doyle,Brittany Brown,+34 440337327,34686,http://example.com/registre/3210,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
b315ef44-856b-40f9-ac4c-310a0970f195,Robert Fowler,Melissa Park,+34 613540227,21650,http://example.com/registre/7484,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
4830ae36-edd5-4a2d-bbff-46a7e1e713ed,Ryan Campbell,Mx. Jim Nelson,+34 950631558,63742,http://example.com/registre/7904,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
2ade166a-1512-453a-9f38-1f425a55ca23,Henry Contreras,David Vargas,+34 435950072,96852,http://example.com/registre/4687,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
fce8f441-c3fc-4a24-bc0d-5905b6d436df,Timothy Chavez,Daniel Smith,+34 746112768,37996,http://example.com/registre/8193,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
c8b473a0-0d3f-48f4-ad4d-879f13e5122c,Janet Miller,John Jenkins,+34 637137584,23925,http://example.com/registre/5832,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
0ee26054-0b4f-440f-a345-1f901801de85,Jenny Miller,Zoe Richmond,+34 458300654,54080,http://example.com/registre/1245,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d1bafe76-45a0-4341-a97c-82a8f0c3c34d,Zachary Graham,Luis Ramirez,+34 541426831,80561,http://example.com/registre/5411,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
c4096756-2b7d-432d-9062-4bf26d777f51,Michelle Turner,Edward Cole,+34 268570291,53100,http://example.com/registre/9971,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
84319832-4927-4aca-b5f7-453187a3788c,Rachel Gonzales,David Ward,+34 276872721,24784,http://example.com/registre/8550,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
7f25b7f5-0ba9-4ae8-9ee9-3f0f62560817,Cody Drake,Mx. Lauren Wright,+34 831439992,71899,http://example.com/registre/9737,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
2e4840a2-f76a-456b-8a22-fcddb69a1a6a,Melissa Cole,Laura Horn,+34 360774940,67205,http://example.com/registre/3201,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
05eda91f-d641-4877-bca3-e236ae816556,Ian Wilson,Joanne Snow,+34 366397035,94553,http://example.com/registre/1188,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
ead67de6-79f6-4292-b4be-24f50e74e36f,Chad Brown,Vanessa Cook,+34 824698641,79052,http://example.com/registre/3974,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
2d311ebc-ac31-4a9e-9686-be68e7c68cbd,Christopher Mcclure,Stacey Mcguire,+34 111060385,85252,http://example.com/registre/9839,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
d1b76eb7-0168-4956-a376-425643adaae9,Susan Jackson,Kelly Johnson,+34 505093044,60504,http://example.com/registre/5934,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
99673909-ed44-42f7-80f5-d73fc01d99c2,Stephen Woods,Charles Rodriguez,+34 442680829,92554,http://example.com/registre/2559,tipo de contrato: NEAR | Respuesta de la calvicie: Es lol | ,pendiente,pendiente a responder,,
